# Khong et al. yeast stress granule transcriptome, Table S2
# Changed #DIV/0! and NS values to NA
#gene_ID	gene_name	avReads(SG)	avReads(Total)	FC(SG/tot)	p-value	SG classification	length	5prime UTR length	ORF length	3primeUTR length	codon optimality	initiation rate	ribosome density	class (Chartron et al. )	t1/2 (Neymotin et al.)	fraction GC content
ORF	gene	avReads.sg	avReads.total	foldchange.sg.total	p.value	sg.classification	length	length.utr5	length.orf	length.utr3	codon.optimality	initiation.rate	ribosome.density	class.chartron	halflife.min	fraction.gc
YGR068C	ART5	2472.614942	1245.397749	1.985401808	NA	neither	1761	0	1761	0	0.429301533	NA	NA	Cytonuclear	8.2	0.444666667
YGR164W	YGR164W	133.5177096	67.27648473	1.984611861	NA	neither	336	0	336	0	NA	NA	NA	NA	8.5	NA
YGL006W-A	YGL006W-A	15.08530488	7.601279275	1.984574482	NA	neither	111	0	111	0	0.324324324	0.000146615	NA	Exception	NA	0.405
YFL051C	YFL051C	33.55775632	16.91583942	1.983806744	NA	neither	483	0	483	0	0.416149068	2.50312E-05	NA	SS	6.6	0.420333333
YDR316W	OMS1	2892.684056	1458.748461	1.982990305	NA	neither	1517	27	1416	74	0.440677966	1.72236E-05	0.5329	mito	8.7	0.352333333
YBR108W	AIM3	7022.659729	3542.024934	1.982668067	NA	neither	3019	31	2844	144	0.438818565	9.33501E-05	3.8068	Cytonuclear	7.9	0.462
YOR124C	UBP2	24876.22614	12557.53522	1.980980001	NA	neither	3984	108	3819	57	0.454045562	7.61049E-05	2.0621	Cytonuclear	NA	0.366
YDL115C	IWR1	3623.512891	1829.34659	1.980768932	NA	neither	1666	452	1132	82	0.38700565	NA	0.4186	Cytonuclear	8.9	0.377666667
YJR033C	RAV1	11770.90888	5943.477405	1.980475079	NA	neither	4074	0	4074	0	0.4455081	5.80234E-05	1.761	Cytonuclear	8.7	0.383
YIL071W-A	YIL071W-A	90.4981672	45.72693115	1.979099951	NA	neither	477	0	477	0	NA	4.90287E-06	NA	NA	NA	NA
YOL112W	MSB4	5030.501026	2542.506552	1.97855971	NA	neither	1727	148	1479	100	0.385395538	NA	0.1185	Cytonuclear	10.3	0.409666667
YGR245C	SDA1	9063.154521	4581.874504	1.978045124	NA	neither	2480	106	2304	70	0.514322917	1.73935E-05	1.1396	Exception	8.4	0.396
YER088W-B	YER088W-B	41.41044561	20.94212286	1.977375736	NA	neither	1554	0	147	1407	NA	NA	NA	NA	NA	NA
YLL005C	SPO75	144.5223943	73.14765866	1.975762409	NA	neither	2670	63	2607	0	0.420023015	1.69479E-05	NA	TMD	NA	0.331666667
YDL155W	CLB3	6231.100896	3157.319397	1.973541512	NA	neither	1545	131	1284	130	0.446261682	9.03575E-05	0.3892	Cytonuclear	7.1	0.415
YHR129C	ARP1	2022.913525	1025.602568	1.972414644	NA	neither	1383	114	1155	114	0.371428571	NA	0.4342	Cytonuclear	11.5	0.405
YHL007C	STE20	12472.98063	6323.735831	1.972406969	NA	neither	2939	0	2820	119	0.464893617	2.08963E-05	2.1126	Cytonuclear	4.1	0.417666667
YPR049C	ATG11	6468.715328	3280.49145	1.971873857	NA	neither	3618	0	3537	81	0.422391858	0.000243546	0.4967	Cytonuclear	13.7	0.359666667
YPL119C-A	YPL119C-A	249.4257807	126.541938	1.971091834	NA	neither	264	0	264	0	0.352272727	1.00885E-05	NA	Exception	11.8	0.333333333
YLR187W	SKG3	9135.250111	4637.475461	1.969875677	NA	neither	3351	223	3081	47	0.429406037	7.27441E-05	5.7966	Cytonuclear	5.4	0.398
YPL042C	SSN3	5091.29273	2585.01614	1.969540016	NA	neither	1926	147	1668	111	0.426258993	6.78052E-05	0.2327	Cytonuclear	9.1	0.41
YJL111W	CCT7	15165.50481	7703.042931	1.96876805	NA	neither	1949	166	1653	130	0.506352087	NA	1.3789	Cytonuclear	10	0.39
YPR114W	YPR114W	10427.2825	5297.308406	1.968411447	NA	neither	1099	50	948	101	0.53164557	2.87963E-05	1.4364	Exception	7.5	0.408
YBL096C	YBL096C	147.8268118	75.12598819	1.9677187	NA	neither	309	0	309	0	NA	NA	NA	NA	6.9	NA
YAL048C	GEM1	3624.562417	1843.127279	1.966528551	NA	neither	2068	0	1989	79	0.452488688	7.85961E-05	0.6599	TA	10	0.399
YKL169C	YKL169C	110.8915278	56.40982135	1.965819517	NA	neither	384	0	384	0	NA	NA	NA	NA	6.4	NA
YBR221W-A	YBR221W-A	25.70208291	13.08441842	1.964327499	NA	neither	157	21	105	31	0.4	3.9102E-05	NA	Cytonuclear	NA	0.428666667
YOL145C	CTR9	16353.53981	8326.216047	1.964102266	NA	neither	3379	50	3234	95	0.494434137	NA	0.7998	Cytonuclear	6	0.363
YLR282C	YLR282C	4.005535153	2.040033855	1.963465039	NA	neither	342	0	342	0	NA	NA	NA	NA	NA	NA
YCL073C	GEX1	258.1007235	131.5678406	1.961731092	NA	neither	1848	0	1848	0	0.438311688	NA	NA	TMD	NA	0.404
YBR180W	DTR1	107.1340427	54.68904296	1.958967225	NA	neither	1719	0	1719	0	0.432809773	6.23115E-06	NA	TMD	18.6	0.395
YER051W	JHD1	2734.618791	1396.652404	1.957980943	NA	neither	1725	30	1479	216	0.39148073	NA	0.1415	Cytonuclear	16.8	0.373666667
YOR116C	RPO31	31059.67927	15877.49982	1.956207187	NA	neither	4727	246	4383	98	0.531827515	0.000112558	1.4979	Cytonuclear	7.2	0.392666667
YJL078C	PRY3	13478.68979	6891.20185	1.955927295	NA	neither	2894	65	2646	183	0.535147392	0.000122001	2.6	SS	1.7	0.484666667
YER078W-A	YER078W-A	44.55605854	22.78856186	1.955193962	NA	neither	651	0	165	486	0.436363636	NA	NA	Exception	NA	0.424666667
YMR076C	PDS5	9791.742028	5009.762011	1.954532372	NA	neither	3966	0	3834	132	0.459311424	NA	2.6718	Cytonuclear	6.4	0.35
YOL162W	YOL162W	849.4830903	434.6823009	1.954261971	NA	neither	648	0	648	0	0.439814815	9.01505E-06	NA	Exception	9.1	0.378
YMR068W	AVO2	1591.882459	814.6523932	1.954063442	NA	neither	1406	80	1281	45	0.381733021	1.80472E-05	0.2343	Cytonuclear	8.9	0.438666667
YER016W	BIM1	4856.369791	2487.212113	1.952535437	NA	neither	1200	43	1035	122	0.385507246	NA	0.441	Cytonuclear	9.9	0.403666667
YAL028W	FRT2	1945.618437	996.4810531	1.952489143	NA	neither	1756	111	1587	58	0.406427221	1.63815E-05	NA	TA	9.9	0.425333333
YNL199C	GCR2	7292.59924	3736.77173	1.951577395	NA	neither	1772	0	1605	167	0.36635514	5.7752E-06	0.426	Cytonuclear	7.2	0.406333333
YMR270C	RRN9	3886.024515	1991.69033	1.951118834	NA	neither	1318	129	1098	91	0.418032787	1.88081E-05	0.1399	Cytonuclear	14.7	0.380666667
YDR034C	LYS14	8653.603859	4435.444347	1.95101171	NA	neither	2588	145	2373	70	0.413400759	1.22442E-05	0.4352	Cytonuclear	5.8	0.361
YGL063W	PUS2	1391.233659	713.1941753	1.950708106	NA	neither	1113	0	1113	0	0.374663073	0.000119995	NA	Cytonuclear	10.8	0.509333333
YJL133W	MRS3	3206.40764	1644.958887	1.949232693	NA	neither	1248	171	945	132	0.377777778	NA	0.3399	mito	6	0.434666667
YDR507C	GIN4	14070.63665	7219.149158	1.94907133	NA	neither	3695	109	3429	157	0.477690289	2.20816E-05	2.649	Cytonuclear	6	0.379333333
YKL037W	AIM26	104.6634258	53.7063541	1.948808992	NA	neither	357	0	357	0	0.403361345	NA	NA	TMD	9.7	0.499
YBR018C	GAL7	458.8796366	235.4994271	1.948538228	NA	neither	1159	32	1101	26	0.501362398	9.55427E-06	NA	Cytonuclear	22.7	0.383
YGL211W	NCS6	3193.570762	1641.541124	1.945471068	NA	neither	1209	35	1080	94	0.447222222	0.00001202	0.2295	mito	14	0.440666667
YDR444W	YDR444W	4771.299713	2453.178642	1.944945888	NA	neither	2064	0	2064	0	0.399709302	1.18615E-05	0.3072	Cytonuclear	9.5	0.402333333
YDR416W	SYF1	4996.001409	2569.505418	1.944343598	NA	neither	2661	61	2580	20	0.422093023	NA	0.2745	Cytonuclear	8.1	0.369333333
YEL074W	YEL074W	52.38801496	26.94810918	1.944033053	NA	neither	339	0	339	0	NA	NA	NA	NA	5	NA
YLR129W	DIP2	14029.7707	7219.340972	1.943358923	NA	neither	3042	102	2832	108	0.454449153	0.000197246	0.4698	Exception	7.7	0.380666667
YPR027C	YPR027C	57.4042685	29.5446056	1.942969532	NA	neither	834	0	834	0	0.417266187	5.24968E-05	NA	SS	NA	0.368
YGR014W	MSB2	36091.44359	18591.37738	1.941300145	NA	neither	4057	8	3921	128	0.464422341	0.000103943	4.8645	SSTMD	4.6	0.437666667
YOL006C	TOP1	13237.98772	6819.331995	1.941244059	NA	neither	2563	127	2310	126	0.509090909	NA	1.0832	Cytonuclear	7.4	0.384333333
YDL224C	WHI4	10567.03409	5444.040607	1.941027787	NA	neither	2454	365	1950	139	0.424615385	NA	2.4892	Cytonuclear	5.3	0.404
YOR190W	SPR1	503.8866009	259.7626227	1.939796402	NA	neither	1338	0	1338	0	0.434977578	5.04454E-06	NA	SS	8.8	0.384333333
YMR153C-A	YMR153C-A	557.7171301	287.5467435	1.939570323	NA	neither	336	0	336	0	NA	1.02794E-05	NA	NA	6.5	NA
YDR004W	RAD57	2511.235607	1294.805301	1.939469668	NA	neither	2467	0	1383	1084	0.394793926	1.12573E-05	0.1329	Cytonuclear	9.4	0.389
YKR064W	OAF3	6030.104147	3109.25057	1.939407587	NA	neither	3205	53	2592	560	0.40625	1.27579E-05	0.2549	Cytonuclear	6.9	0.35
YOR205C	GEP3	3835.274949	1977.582499	1.93937545	NA	neither	1859	0	1671	188	0.384201077	3.54191E-07	0.3102	mito	6.9	0.380333333
YGR154C	GTO1	1535.452894	791.8770337	1.9390042	NA	neither	1234	163	1071	0	0.462184874	1.07772E-05	0.0081	Cytonuclear	10.7	0.383666667
YOR148C	SPP2	1589.26151	819.7128977	1.938802616	NA	neither	655	32	558	65	0.38172043	NA	0.2813	Cytonuclear	30.3	0.383333333
YPR085C	ASA1	2495.546478	1287.391425	1.938451997	NA	neither	1510	93	1332	85	0.400900901	7.64332E-06	0.2566	Cytonuclear	16.7	0.376
YHR195W	NVJ1	4638.691767	2393.300369	1.938198743	NA	neither	1307	149	966	192	0.459627329	3.19706E-05	0.1858	Exception	9.2	0.414
YNL094W	APP1	9379.420328	4840.122595	1.937847677	NA	neither	2085	268	1764	53	0.476190476	4.48847E-05	0.2219	Cytonuclear	8.9	0.400666667
YDR351W	SBE2	7259.119764	3746.047435	1.937807753	NA	neither	3159	410	2595	154	0.386127168	2.55387E-06	0.7854	Cytonuclear	4.6	0.371666667
YOR081C	TGL5	8608.568793	4443.447273	1.937362652	NA	neither	2362	45	2250	67	0.489333333	6.08779E-05	1.0684	TMD	3.4	0.416333333
YOL164W	BDS1	2765.052542	1427.265967	1.937307136	NA	neither	2411	56	1941	414	0.449768161	NA	0.0604	Cytonuclear	9.4	0.443333333
YMR166C	YMR166C	2832.713751	1463.000221	1.936236038	NA	neither	1305	0	1107	198	0.409214092	2.53792E-05	NA	mito	9.4	0.429
YDL149W	ATG9	4541.209878	2347.379671	1.934586865	NA	neither	2994	0	2994	0	0.420841683	3.68588E-05	1.425	Exception	9.8	0.372333333
YKL017C	HCS1	2965.926034	1533.335303	1.934297102	NA	neither	2139	0	2052	87	0.486842105	NA	0.5708	Cytonuclear	15.3	0.371
YNL186W	UBP10	11783.42638	6092.217885	1.934176781	NA	neither	2723	236	2379	108	0.481715006	5.73598E-05	0.8216	Cytonuclear	3.9	0.393
YDR425W	SNX41	3777.955378	1953.264321	1.934175184	NA	neither	1878	0	1878	0	0.466453674	NA	1.3281	Cytonuclear	3.6	0.363666667
YHL006W-A	YHL006W-A	78.03070887	40.34358209	1.934154203	NA	neither	544	0	354	190	NA	NA	NA	NA	NA	NA
YDR360W	OPI7	5.546125597	2.86957089	1.932736918	NA	neither	387	0	387	0	NA	3.47671E-05	NA	NA	NA	NA
YFR029W	PTR3	4676.230818	2419.627811	1.932624017	NA	neither	2136	23	2037	76	0.48011782	4.08248E-05	NA	Cytonuclear	3.8	0.444
YMR106C	YKU80	3155.175636	1633.384997	1.931679085	NA	neither	1890	0	1890	0	0.428571429	2.89311E-05	1.0274	Cytonuclear	8.2	0.395333333
YML071C	COG8	4298.63527	2226.144171	1.930977933	NA	neither	1949	74	1824	51	0.465460526	2.23919E-05	0.8139	Cytonuclear	7.4	0.374333333
YIL147C	SLN1	16184.13415	8381.320803	1.930976576	NA	neither	4508	226	3663	619	0.435708436	NA	0.6728	TMD	7.8	0.387333333
YBL061C	SKT5	8286.592349	4294.64956	1.929515373	NA	neither	2271	101	2091	79	0.390243902	1.63096E-05	0.5316	Cytonuclear	6.8	0.393333333
YMR280C	CAT8	5072.967745	2629.576789	1.929195514	NA	neither	4302	0	4302	0	0.421896792	2.82277E-05	NA	Exception	10.8	0.377
YPR138C	MEP3	9523.289251	4937.146041	1.928905723	NA	neither	1864	210	1470	184	0.459183673	NA	0.3387	TMD	8.7	0.427333333
YER014C-A	BUD25	36.56351575	18.97959757	1.926464227	NA	neither	970	0	970	0	0.519480519	1.44443E-05	NA	Cytonuclear	NA	0.444
YAR014C	BUD14	10437.71875	5418.111347	1.926449658	NA	neither	2443	151	2124	168	0.385915493	4.32659E-05	0.6915	Cytonuclear	8	0.416333333
YNL313C	EMW1	10276.60773	5337.450906	1.925377473	NA	neither	2782	8	2715	59	0.474033149	5.65928E-05	0.9593	Cytonuclear	6.8	0.397333333
YPR081C	GRS2	5947.52821	3090.383531	1.924527538	NA	neither	1969	60	1857	52	0.445880452	NA	0.3616	Cytonuclear	9.5	0.391666667
YBR203W	COS111	4466.341883	2321.588591	1.923830045	NA	neither	2775	0	2775	0	0.462702703	3.22552E-06	NA	Cytonuclear	7.2	0.386666667
YDR242W	AMD2	2035.942487	1058.357542	1.923681181	NA	neither	2063	271	1650	142	0.430909091	2.77768E-05	0.075	Cytonuclear	9.8	0.388666667
YDR473C	PRP3	2658.68594	1382.144746	1.923594435	NA	neither	1599	39	1410	150	0.380851064	1.91638E-05	0.6635	Cytonuclear	8.5	0.367333333
YOR231W	MKK1	5168.470495	2694.11605	1.91842905	NA	neither	1805	86	1527	192	0.387033399	0.00003192	0.4908	Cytonuclear	7.9	0.399
YDR495C	VPS3	4765.096124	2483.926668	1.918372303	NA	neither	3036	0	3036	0	0.407114625	NA	0.7606	Cytonuclear	5.5	0.333
YOR300W	YOR300W	166.5236556	86.85446699	1.917272206	NA	neither	309	0	309	0	NA	1.54337E-05	NA	NA	24.3	NA
YHL019C	APM2	4522.681878	2359.080517	1.917137565	NA	neither	1909	20	1818	71	0.427392739	2.68497E-05	0.384	Cytonuclear	9.7	0.41
YGR237C	YGR237C	8853.35509	4618.721516	1.916841069	NA	neither	2557	73	2358	126	0.422391858	8.85526E-06	1.357	Cytonuclear	7.6	0.387
YDR313C	PIB1	2612.895631	1364.206233	1.915323041	NA	neither	1101	66	861	174	0.411149826	1.71899E-05	0.7524	Cytonuclear	10.1	0.414333333
YDR254W	CHL4	2155.826838	1125.933428	1.914701869	NA	neither	1536	71	1377	88	0.363834423	3.94275E-05	0.4354	Cytonuclear	14.5	0.351333333
YGL144C	ROG1	3882.488625	2028.389049	1.914074929	NA	neither	2058	0	2058	0	0.440233236	6.45108E-05	0.2074	Cytonuclear	7.9	0.384333333
YOR207C	RET1	19684.90871	10284.81114	1.913978628	NA	neither	3638	25	3450	163	0.529565217	4.47396E-05	1.2335	Cytonuclear	8.8	0.371666667
YAL032C	PRP45	2805.074178	1465.854029	1.913610852	NA	neither	1209	35	1140	34	0.494736842	NA	0.9243	Cytonuclear	9	0.452333333
YMR159C	ATG16	445.8766278	233.0183862	1.913482601	NA	neither	453	0	453	0	0.410596026	4.22546E-05	NA	Cytonuclear	7.9	0.368333333
YGL151W	NUT1	11879.91395	6208.738308	1.913418372	NA	neither	3518	26	3399	93	0.436893204	NA	1.0051	Cytonuclear	5.5	0.349333333
YKL082C	RRP14	5004.893774	2615.683389	1.913417271	NA	neither	1470	74	1305	91	0.48045977	3.40689E-06	0.9345	Cytonuclear	5.1	0.381
YKR061W	KTR2	3801.296299	1988.282925	1.911848787	NA	neither	1418	62	1278	78	0.41314554	6.85884E-06	0.0776	SS	11.6	0.385333333
YDR030C	RAD28	1685.856084	882.2151906	1.910935225	NA	neither	1552	0	1521	31	0.40433925	3.6946E-06	0.1617	Cytonuclear	8.9	0.368
YML023C	NSE5	3259.099051	1705.550848	1.910877682	NA	neither	1923	47	1671	205	0.385996409	9.72965E-06	0.0923	Cytonuclear	12.2	0.378333333
YBL060W	YEL1	2910.5256	1524.624555	1.909011363	NA	neither	2170	60	2064	46	0.44622093	NA	0.2261	Cytonuclear	9.3	0.377666667
YPL238C	YPL238C	43.13942305	22.60682915	1.908247405	NA	neither	396	0	390	6	NA	8.3723E-06	NA	NA	7.9	NA
YDL133W	SRF1	4187.889402	2198.206899	1.905138867	NA	neither	1437	123	1314	0	0.431506849	NA	0.1947	TMD	10.9	0.392
YDR417C	YDR417C	23.23646848	12.21067144	1.902964027	NA	neither	372	0	372	0	NA	4.87609E-06	NA	NA	NA	NA
YFL055W	AGP3	1496.667646	786.5356398	1.902860558	NA	neither	1677	0	1677	0	0.450805009	2.0142E-05	NA	TMD	10.3	0.427
YFL049W	SWP82	4870.19068	2561.113955	1.901590778	NA	neither	2059	44	1872	143	0.466346154	5.42495E-05	0.4645	Cytonuclear	10	0.379666667
YIR007W	YIR007W	5772.949888	3036.146477	1.901406909	NA	neither	2295	0	2295	0	0.414379085	NA	1.2901	Cytonuclear	9.4	0.402666667
YNL130C-A	DGR1	48.66927628	25.59811855	1.901283338	NA	neither	147	0	147	0	0.408163265	7.8314E-06	NA	Cytonuclear	NA	0.353666667
YOR372C	NDD1	6580.803152	3462.158467	1.900780457	NA	neither	1916	71	1665	180	0.405405405	6.1939E-05	NA	Cytonuclear	4	0.388
YLR403W	SFP1	12805.1969	6743.076528	1.899014025	NA	neither	2437	333	2052	52	0.457602339	5.36064E-05	1.3517	Exception	2	0.386333333
YCL051W	LRE1	4851.631363	2555.457632	1.898537194	NA	neither	1818	24	1752	42	0.410958904	NA	1.2985	Cytonuclear	5.2	0.420666667
YKR101W	SIR1	2480.533633	1306.589295	1.89847999	NA	neither	2037	0	2037	0	0.372519084	NA	0.1941	Cytonuclear	8.3	0.367666667
YFL027C	GYP8	3116.378829	1641.709442	1.898252363	NA	neither	1669	126	1494	49	0.421686747	9.54101E-06	0.1163	mito	19.3	0.375666667
YIL166C	YIL166C	1178.669548	621.562664	1.896300431	NA	neither	1730	0	1629	101	0.447513812	NA	NA	TMD	20.6	0.379333333
YBR112C	CYC8	16953.93894	8943.315567	1.895710692	NA	neither	3188	0	2901	287	0.523267839	0.000154982	NA	Cytonuclear	4.5	0.437666667
YNL140C	YNL140C	228.3727309	120.5052582	1.895126689	NA	neither	743	0	570	173	0.389473684	NA	NA	Cytonuclear	8.1	NA
YJL042W	MHP1	25147.76213	13287.66302	1.892564712	NA	neither	4398	78	4197	123	0.488920658	0.000190485	3.4564	Cytonuclear	NA	0.440666667
YOL024W	YOL024W	213.5137526	112.8612117	1.891825804	NA	neither	519	0	519	0	0.341040462	NA	NA	Cytonuclear	40.7	0.358333333
YER164W	CHD1	19231.27429	10165.66327	1.891787459	NA	neither	4560	28	4407	125	0.475153165	2.68963E-05	4.0599	Cytonuclear	8.1	0.396
YBR133C	HSL7	12010.41331	6353.043817	1.890497477	NA	neither	2549	0	2484	65	0.450483092	3.29104E-05	0.6103	Cytonuclear	8.3	0.407333333
YDR228C	PCF11	6308.910193	3337.207145	1.890476054	NA	neither	2085	91	1881	113	0.49122807	6.10326E-05	0.7148	Cytonuclear	4.7	0.367333333
YBR289W	SNF5	6258.116719	3314.340161	1.888193853	NA	neither	2784	14	2718	52	0.456953642	1.58921E-05	1.5879	Cytonuclear	5.6	0.423666667
YHL014C	YLF2	1861.721081	986.1246377	1.887916608	NA	neither	1428	0	1218	210	0.438423645	4.0978E-06	0.2235	mito	12	0.376666667
YOR073W	SGO1	4062.111737	2152.159084	1.887458862	NA	neither	1773	0	1773	0	0.426395939	2.3071E-05	0.3928	Cytonuclear	6.9	0.379
YNL092W	YNL092W	2193.406654	1163.164922	1.885722835	NA	neither	1373	131	1203	39	0.401496259	1.02145E-05	NA	Cytonuclear	8.3	0.405333333
YOR026W	BUB3	3282.093475	1741.703939	1.884415257	NA	neither	1066	0	1026	40	0.447368421	NA	0.2222	Cytonuclear	7.9	0.391
YOR337W	TEA1	4873.014331	2587.814549	1.883061649	NA	neither	2300	0	2280	20	0.477631579	3.84734E-05	0.5406	Cytonuclear	6.2	0.407
YJL223C	PAU1	7.442797595	3.953562039	1.882554902	NA	neither	363	0	363	0	0.842975207	2.9549E-05	NA	SS	NA	0.490333333
YNR033W	ABZ1	8934.247154	4746.805664	1.882159875	NA	neither	2456	38	2364	54	0.460659898	4.51139E-05	0.7057	Cytonuclear	9.1	0.418666667
YCR024C	SLM5	2506.185936	1331.640167	1.882029394	NA	neither	1563	21	1479	63	0.446247465	NA	1.0097	mito	15.8	0.373333333
YDR211W	GCD6	16681.27985	8874.227132	1.879744524	NA	neither	2362	57	2139	166	0.503506311	3.52158E-05	0.7962	Cytonuclear	9.9	0.371
YHL012W	YHL012W	189.0597789	100.5871123	1.879562646	NA	neither	1750	184	1482	84	0.396761134	NA	NA	Cytonuclear	NA	0.332
YOR359W	VTS1	3531.730394	1880.824665	1.877756316	NA	neither	1923	97	1572	254	0.463740458	7.84247E-05	0.8113	Cytonuclear	1.4	0.409333333
YNL285W	YNL285W	68.5862947	36.52754281	1.87765969	NA	neither	372	0	372	0	NA	6.16327E-05	NA	NA	NA	NA
YLR227C	ADY4	1014.865718	540.7430479	1.876798457	NA	neither	1482	0	1482	0	0.376518219	NA	0.0904	Cytonuclear	28.2	0.334
YPR135W	CTF4	8330.357951	4438.740485	1.876739129	NA	neither	2924	15	2784	125	0.450431034	NA	1.3456	Cytonuclear	10.3	0.385
YBR109W-A	YBR109W-A	129.4822152	68.99360195	1.876727863	NA	neither	225	0	225	0	NA	3.74727E-05	NA	NA	NA	NA
YFR040W	SAP155	16402.94138	8743.257093	1.876067604	NA	neither	3190	80	3009	101	0.440677966	1.79927E-05	1.732	Cytonuclear	6.2	0.365
YJL016W	YJL016W	12965.13022	6912.262357	1.875671025	NA	neither	2184	389	1686	109	0.432384342	0.000120756	0.4068	Cytonuclear	12	0.384
YEL030W	ECM10	1867.280115	995.5516956	1.875623459	NA	neither	2099	0	1935	164	0.547286822	5.56033E-05	0.7259	Cytonuclear	8.1	0.410333333
YJR059W	PTK2	23967.51167	12785.89764	1.874527103	NA	neither	2643	60	2457	126	0.465201465	1.6931E-05	2.6835	Cytonuclear	8.7	0.417333333
YOR260W	GCD1	17424.46698	9302.046896	1.873186319	NA	neither	1990	52	1737	201	0.478411054	3.77283E-05	1.2563	Cytonuclear	6.2	0.387
YFR038W	IRC5	6495.308255	3468.709028	1.872543417	NA	neither	2653	0	2562	91	0.449648712	NA	0.7911	Exception	8.9	0.378333333
YGR134W	CAF130	6562.169833	3504.524986	1.872484819	NA	neither	3439	0	3369	70	0.385574354	3.41631E-05	0.4236	Exception	9	0.377333333
YOR349W	CIN1	2436.532705	1301.250295	1.872455064	NA	neither	3045	0	3045	0	0.451231527	4.33953E-05	0.8267	Exception	4.6	0.388666667
YIL028W	YIL028W	152.9005387	81.66003137	1.872403624	NA	neither	841	25	399	417	NA	NA	NA	NA	9.7	NA
YKL064W	MNR2	17099.05277	9133.423767	1.872140525	NA	neither	3315	248	2910	157	0.442268041	8.65891E-06	0.9811	Exception	8.2	0.394666667
YER173W	RAD24	3002.421754	1604.274217	1.87151406	NA	neither	3281	0	1980	1301	0.381818182	NA	0.2143	Cytonuclear	9.8	0.383333333
YPR160W	GPH1	30766.39486	16440.71469	1.871353857	NA	neither	3006	151	2709	146	0.570321152	NA	NA	Cytonuclear	NA	0.403
YMR069W	NAT4	683.0363637	365.1988672	1.870313479	NA	neither	858	0	858	0	0.416083916	NA	NA	Cytonuclear	7	0.518666667
YDL094C	YDL094C	108.5248026	58.03475174	1.869996844	NA	neither	1703	0	510	1193	NA	NA	NA	NA	NA	NA
YDR256C	CTA1	598.5076827	320.173171	1.869324905	NA	neither	1548	0	1548	0	0.470930233	1.94862E-05	NA	Cytonuclear	10.7	0.424
YKL202W	YKL202W	197.0089621	105.4757031	1.867813689	NA	neither	582	0	582	0	NA	4.76956E-05	NA	NA	3.1	NA
YNL257C	SIP3	11949.33269	6398.053884	1.86765115	NA	neither	3842	102	3690	50	0.412195122	9.6363E-05	0.476	Exception	7.9	0.361
YAL051W	OAF1	7356.778365	3939.183139	1.867589829	NA	neither	3303	8	3144	151	0.437977099	NA	1.0831	Exception	8.3	0.373
YBR301W	PAU24	15.46908738	8.284247513	1.867289377	NA	neither	363	0	363	0	0.851239669	3.80398E-05	NA	SS	NA	0.490333333
YKL057C	NUP120	13808.34522	7394.985878	1.867257821	NA	neither	3186	34	3114	38	0.441233141	3.81986E-05	0.8211	Cytonuclear	8.2	0.341333333
YPR010C	RPA135	48695.67971	26080.09513	1.867158822	NA	neither	3789	52	3612	125	0.545681063	0.000135052	1.8428	Cytonuclear	NA	0.398333333
YCL044C	MGR1	2704.688058	1448.679897	1.867001857	NA	neither	1428	27	1254	147	0.461722488	4.36845E-05	3.0201	mito	3.5	0.453
YDL122W	UBP1	16093.28858	8623.340911	1.866247519	NA	neither	2546	33	2430	83	0.491358025	2.33943E-05	0.8073	Exception	6.1	0.372333333
YPR173C	VPS4	10574.65493	5666.857254	1.866052814	NA	neither	1409	47	1314	48	0.49086758	NA	0.5128	Cytonuclear	9.5	0.427
YMR175W	SIP18	213.7038901	114.5522111	1.865558841	NA	neither	355	0	240	115	0.4875	NA	NA	Cytonuclear	NA	0.416333333
YOR339C	UBC11	116.8525913	62.72027913	1.863075115	NA	neither	471	0	471	0	0.369426752	NA	NA	Cytonuclear	NA	0.405666667
YLR397C	AFG2	6909.293799	3709.261046	1.862714356	NA	neither	2451	0	2343	108	0.445582586	0.000146304	1.0204	Cytonuclear	9.5	0.420333333
YDR540C	IRC4	579.70938	311.2327766	1.862623167	NA	neither	912	98	540	274	0.422222222	NA	NA	Cytonuclear	10.2	0.359333333
YCR065W	HCM1	9770.628506	5245.763154	1.862575229	NA	neither	1819	88	1695	36	0.453097345	9.57861E-05	3.4353	Cytonuclear	6.8	0.418
YDR253C	MET32	1005.112522	540.0554336	1.861128432	NA	neither	909	209	576	124	0.401041667	NA	NA	Cytonuclear	8.1	0.371333333
YOR308C	SNU66	3462.337863	1860.50261	1.860969097	NA	neither	2229	105	1764	360	0.423469388	6.57008E-05	2.113	Cytonuclear	5.5	0.376
YJR134C	SGM1	7271.918606	3909.723675	1.859957176	NA	neither	2275	72	2124	79	0.43220339	NA	NA	Cytonuclear	8.5	0.355333333
YER088C	DOT6	17823.63272	9590.07398	1.858550075	NA	neither	2593	461	2013	119	0.517138599	0.000136539	1.4969	Cytonuclear	5	0.453333333
YGR051C	YGR051C	16.24874446	8.744264379	1.858217427	NA	neither	324	0	324	0	NA	NA	NA	NA	NA	NA
YFR056C	YFR056C	3.307108817	1.780792583	1.857099389	NA	neither	369	0	369	0	NA	NA	NA	NA	NA	NA
YAL063C-A	YAL063C-A	85.22164999	45.89381042	1.856931233	NA	neither	291	0	291	0	0.463917526	NA	NA	Cytonuclear	6.7	0.282
YHL030W	ECM29	20950.1892	11283.63744	1.856687554	NA	neither	5734	25	5607	102	0.45799893	2.91293E-05	3.1158	Cytonuclear	NA	0.378333333
